PUBLIC_RECORD_ID,FACULTY,DEGREE_PROGRAM,CURRICULUM_YEAR,GENDER,AGE,MARITAL_STATUS,ETHNICITY,DISABILITY,INSTITUTION_TYPE,NATIONALITY_COUNTRY,TRANSFER_STUDENT_FLAG,PAYMENT_PLAN,ONLINE_ADMISSION_TYPE,PAYMENT_DEFERRAL_TYPE,SCHOLARSHIP_NAME,TARGET_RISK,REGION
1481,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Male,58,Married,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Highlands Region
1482,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,23,Single,Mestizo,No,Particular,Ecuadorian,No,No,Internal Validation,0.0,Institutional Scholarship,1,Coastal Region
1483,Online Undergraduate Faculty,Business Administration - Online,2020,Male,24,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1484,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,35,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Highlands Region
1485,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,29,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1486,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,37,Cohabiting,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1487,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,26,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Support Scholarship,1,Coastal Region
1488,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,36,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1489,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,24,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1490,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,21,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1491,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Female,26,Single,Afro-descendant,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1492,Online Undergraduate Faculty,Business Administration - Online,2020,Female,24,Married,Indigenous,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1493,Online Undergraduate Faculty,Education Sciences - Online,2020,Male,24,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1494,Online Undergraduate Faculty,Business Administration - Online,2020,Female,24,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1495,Online Undergraduate Faculty,Business Administration - Online,2020,Female,24,Single,Mestizo,No,Particular,Ecuadorian,No,No,Internal Validation,0.0,Institutional Scholarship,1,Coastal Region
1496,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,47,Single,Mestizo,No,Semi-Public Institution,Ecuadorian,No,No,Validation Pathway,0.0,Agreement Scholarship,1,Coastal Region
1497,Online Undergraduate Faculty,Education Sciences (ARGOS Agreement),2020,Female,30,Single,Indigenous,No,Public Institution,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Institutional Scholarship,1,Coastal Region
1498,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,38,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1499,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,36,Single,Mestizo,No,Semi-Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1500,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,49,Single,Indigenous,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Highlands Region
1501,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,27,Married,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1502,Online Undergraduate Faculty,Education Sciences - Online,2020,Female,24,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1503,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,34,Married,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS Open Public Admission,0.0,Agreement Scholarship,1,Coastal Region
1504,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Female,30,Single,Montubio,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1505,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,22,Single,Afro-descendant,No,Semi-Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1506,Online Undergraduate Faculty,Business Administration - Online,2020,Female,23,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1507,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,34,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1508,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Male,27,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Highlands Region
1509,Online Undergraduate Faculty,Business Administration - Online,2020,Female,27,Single,Afro-descendant,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1510,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Male,35,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1511,Online Undergraduate Faculty,Business Administration - Online,2020,Female,22,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1512,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Male,33,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1513,Online Undergraduate Faculty,Psychology - Educational Psychology Track - Online,2020,Female,27,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1514,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,26,Single,Indigenous,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1515,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Female,22,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1516,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,29,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1517,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,34,Cohabiting,Indigenous,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1518,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,40,Married,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1519,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,34,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1520,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Female,43,Married,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1521,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Male,38,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Others/Abroad
1522,Online Undergraduate Faculty,Business Administration - Online,2020,Male,40,Cohabiting,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1523,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Male,45,Married,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Highlands Region
1524,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,24,Single,White,No,Particular,Ecuadorian,No,No,Internal Validation,0.0,Institutional Scholarship,1,Coastal Region
1525,Online Undergraduate Faculty,Marketing - Sales Management Track - Online,2020,Female,28,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1526,Online Undergraduate Faculty,Psychology - Organizational Psychology Track - Online,2020,Male,39,Married,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Highlands Region
1527,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,22,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Others/Abroad
1528,Online Undergraduate Faculty,Business Administration - Online,2020,Male,24,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1529,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,44,Single,Indigenous,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1530,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Male,35,Single,Indigenous,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1531,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,35,Single,Mestizo,No,Particular,Ecuadorian,No,No,Validation Pathway,0.0,Agreement Scholarship,1,Coastal Region
1532,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Male,34,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1533,Online Undergraduate Faculty,Education Sciences (ARGOS Agreement),2020,Female,43,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1534,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,40,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1535,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,28,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1536,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,50,Married,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1537,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,50,Married,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1538,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,47,Married,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1539,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Female,32,Cohabiting,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1540,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,36,Married,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1541,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Male,41,Married,Mestizo,Yes,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1542,Online Undergraduate Faculty,Accounting and Auditing - Online,2020,Female,45,Single,Montubio,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1543,Online Undergraduate Faculty,Law – Corporate Law Track - Online,2020,Female,51,Single,Mestizo,No,Particular,Ecuadorian,No,No,Full Degree Program,0.0,Agreement Scholarship,1,Coastal Region
1544,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,41,Single,Indigenous,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1545,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,27,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1546,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,34,Single,Indigenous,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1547,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,35,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1548,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,32,Married,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1549,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,28,Married,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1550,Online Undergraduate Faculty,Law – Criminal Sciences and Forensics Track - Online,2020,Female,44,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,Full Degree Program,0.0,Institutional Scholarship,1,Coastal Region
1551,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Female,25,Single,Indigenous,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1552,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,36,Married,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1553,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,32,Single,Montubio,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1554,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Female,27,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1555,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,33,Married,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1556,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,24,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1557,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,27,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1558,Online Undergraduate Faculty,Human Talent Management (ARGOS Agreement),2020,Female,26,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1559,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,24,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1560,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,24,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1561,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,25,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1562,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Male,25,Single,Mestizo,No,Particular,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
1563,Online Undergraduate Faculty,Business Admin (ARGOS Agreement),2020,Female,28,Single,Mestizo,No,Public Institution,Ecuadorian,No,No,ARGOS DASE,0.0,Agreement Scholarship,1,Coastal Region
